"id","type","owner_type","owner_id","created_at","updated_at","order_id"
d5b64115-ddd4-4ab0-9f1a-dca11b88f76e,"6pc",user,"4700951e-521d-4626-b74f-383a15a56e77",2019-08-23 16:51:16.000 -0400,2021-08-14 10:48:00.000 -0400,"098ed938-2157-4ac2-840d-318dbe23b3cb"
affeb145-8ec0-4e70-a24c-1d6229220377,"6pc",business,,2019-08-27 15:50:10.000 -0400,2021-08-14 10:48:00.000 -0400,b1dcd98a-74cb-4708-8c2b-117f53b58e2b
"9694a84f-59fe-40e5-91c6-cac1b61f171c","6pc",user,f2bc12b3-5c89-4c79-aec7-f20c173e4550,2019-08-29 08:51:58.000 -0400,2021-08-14 10:48:00.000 -0400,"8f870672-095e-4bcf-8bfa-e329546d75a8"
debbb3fb-94b4-4ff5-91a6-085b4b5ef6ac,"6pc",user,"1ab28c5b-75b5-4467-a914-660e6267d1bb",2021-04-08 13:39:29.000 -0400,2021-08-14 10:48:03.000 -0400,d5671b0e-7fb5-4734-8a9d-cbd447812016
"5d008df0-6250-47e7-b185-e74d9f9cfa25","6pc",user,e852ab4e-5f7f-404d-af2d-b8fd161de080,2021-06-17 10:54:59.000 -0400,2021-09-02 10:35:30.000 -0400,
f09f5d4f-989b-4935-b45c-5067e90c819c,"6pc",user,ff0a3b39-c60b-4a3a-8905-fa827ee43c0d,2019-10-22 16:06:41.000 -0400,2021-10-13 12:44:19.000 -0400,"727ed00f-e7fa-4fd2-ad56-41f258944ccc"
"2b2b6feb-82ff-4afd-b67f-b075bd6d3131","6pc",user,de987560-1266-412b-b453-49d1a2f78de7,2021-03-25 13:35:04.000 -0400,2021-04-16 16:01:29.000 -0400,"57348a44-8747-4396-bfdd-f515c5a76bce"
aeb8a4ce-6cd7-4773-a098-cdb61a0c23f5,"6pc",user,"3983f617-4610-4a22-a142-dc2a49e7f818",2021-04-08 14:51:54.000 -0400,2021-04-16 16:32:48.000 -0400,b743ee19-2adb-4c2a-83b9-c4c2fb83b3d0
cd92d012-e1c0-4acc-bcf9-afe674ef15b6,"6pc",user,db9ee9d1-a96e-4428-b086-08c8f226a4ba,2021-04-12 09:27:31.000 -0400,2021-04-16 16:40:36.000 -0400,"7d207985-fc95-46af-bf69-6a9d1c45623b"
d9810411-47fe-4eca-9a06-c4a0339c1868,"6pc",user,bf3c12ff-a970-4c32-a436-d0521d86bf37,2021-04-14 15:39:51.000 -0400,2021-04-16 16:44:57.000 -0400,"8fc066a9-482a-4165-be77-3b4ac9cce422"
"76225832-d9e7-4049-a9e6-d9d12155f091","6pc",user,ed7b87de-9288-46b8-b726-f69c11195c38,2021-04-26 10:50:10.000 -0400,2021-04-26 10:50:10.000 -0400,dc3af2b9-e58e-40ac-bbcb-981fb42c885a
dd9addcb-b74d-47fe-9454-c92659370391,"6pc",user,"05ac22bf-7a75-4582-b9cb-b093db99f8a5",2021-05-07 15:58:00.000 -0400,2021-05-07 15:58:00.000 -0400,a83e2447-2c1f-499c-9c23-0f22115cdba0
d99b6464-07b9-4643-9f1f-46587389072f,"6pc",user,"1af4112c-26a7-45ca-9b43-bf85d846e4ef",2021-05-11 13:20:04.000 -0400,2021-08-09 02:33:39.000 -0400,be5b53df-1ecf-4b10-8a10-c4bebc3c94ea
"36c09b46-fe78-446f-8f08-40d9b5bc4109","6pc",user,"20a88c36-9d39-4016-808e-189061c66324",2021-05-16 15:19:16.000 -0400,2021-05-16 15:19:16.000 -0400,"27bc98ef-84e9-49d3-92f8-1a0851a9bf4c"
"2f8fc3d2-7957-4ceb-89b1-d31eb66fa490","6pc",user,"1e2f2e6c-a984-4e08-9995-52a4688011cf",2021-05-16 15:20:29.000 -0400,2021-05-16 15:20:29.000 -0400,"27bc98ef-84e9-49d3-92f8-1a0851a9bf4c"
"6ac9b9d6-b266-4cf4-9cd8-4284557e3f4a","6pc",user,"5346b7c1-2df7-41d7-907b-9f7fe65a198b",2021-05-18 12:40:09.000 -0400,2021-05-18 12:40:09.000 -0400,"08a770a0-86e6-4d22-8d07-db12efd98337"
eb04fbe4-5cd6-406b-97bd-c09b03b0012e,"6pc",user,"1c21335f-a268-452a-a0b2-a3f9b1d3a524",2021-05-21 14:53:45.000 -0400,2021-05-21 14:53:45.000 -0400,"542b9ee6-bc2e-4690-9692-435ba5507ba0"
e426b047-3b62-4871-9120-b63d65e891de,"6pc",user,"5beff624-6a2e-48a4-90c3-ad7fad275ca1",2024-07-17 10:08:06.209 -0400,2024-07-17 10:08:06.209 -0400,eb021117-08b5-412c-a43e-76b9a66ab34c
f3576f7c-0926-4f89-ace5-da6af969eb41,"6pc",user,"0cc9d7ed-884f-4c16-b66c-20d79416261f",2021-07-29 19:18:48.000 -0400,2021-07-29 19:18:48.000 -0400,"916401dd-9b2f-4c28-8f9b-61a679f28832"
"01df5467-783d-495f-82db-365ab98f16ec","6pc",user,de987560-1266-412b-b453-49d1a2f78de7,2021-03-25 13:35:04.000 -0400,2021-08-14 10:48:03.000 -0400,"57348a44-8747-4396-bfdd-f515c5a76bce"
"1b75132e-18d3-41c1-9203-d058834d5a1f","6pc",user,db9ee9d1-a96e-4428-b086-08c8f226a4ba,2021-04-12 09:27:31.000 -0400,2021-08-14 10:48:03.000 -0400,"7d207985-fc95-46af-bf69-6a9d1c45623b"
ef62efa6-7d7e-47dd-a971-5a7faf889a56,"6pc",user,bf3c12ff-a970-4c32-a436-d0521d86bf37,2021-04-14 15:39:51.000 -0400,2021-08-14 10:48:03.000 -0400,"8fc066a9-482a-4165-be77-3b4ac9cce422"
"80222479-588e-4f6e-9813-4d8574851541","6pc",user,ed7b87de-9288-46b8-b726-f69c11195c38,2021-04-26 10:50:10.000 -0400,2021-08-14 10:48:03.000 -0400,dc3af2b9-e58e-40ac-bbcb-981fb42c885a
"897dcff2-5efa-4796-9fef-2e4194b9aa91","6pc",user,"05ac22bf-7a75-4582-b9cb-b093db99f8a5",2021-05-07 15:58:00.000 -0400,2021-08-14 10:48:03.000 -0400,a83e2447-2c1f-499c-9c23-0f22115cdba0
"846dc4e5-6a4b-467a-92dd-8efc8bd6acb6","6pc",user,"09c093fc-2ab8-424d-9b85-1536209dbcf7",2024-08-14 09:03:34.266 -0400,2024-08-14 09:03:34.266 -0400,"051f9cd8-0fc7-4c55-9dd4-5f16f05d3822"
ddf30d96-defc-4e82-b475-72a744768c03,"6pc",user,f3d94f10-50f3-4f8b-8ff0-cca468de4982,2018-11-06 17:46:51.000 -0500,2021-08-09 04:21:27.000 -0400,c589b772-dd9c-488c-ae07-b08c66cb9ac4
cdd2d5d6-2efe-4a5f-a141-d03674453839,"3pc",user,"464ad894-cd2a-463a-89b3-0329c67f0ad3",2018-12-12 09:32:09.000 -0500,2021-08-09 04:21:27.000 -0400,"71f81562-679c-41e6-b569-4053719c84c3"
"71bebf03-afa5-4311-909f-3fefa2fb2243","6pc",user,"7afc4fa2-9707-4e46-978f-cb10d6a5c2c0",2018-03-13 16:39:51.000 -0400,2021-08-14 10:48:05.000 -0400,"7704d751-ec7d-447b-bf15-c096243464e3"
f50f458c-6861-41d4-bd19-114a0563542d,"6pc",user,"13d56de7-7a9b-48bc-9fab-0fc4e8065409",2018-12-07 11:13:53.000 -0500,2021-08-14 10:48:06.000 -0400,ed3cfbda-7da0-444d-b10c-9db0c4471626
"2590be08-5182-45be-a33e-0276af40b4e5","6pc",business,,2019-07-23 15:14:18.000 -0400,2021-08-14 10:48:00.000 -0400,ed685895-e150-4f52-bc0f-cd5dc16d47a4
"52f75892-2641-4c07-ab2b-0351a17f0ca2","6pc",business,,2019-07-23 15:16:14.000 -0400,2021-08-14 10:48:00.000 -0400,c570c7e4-b96e-4e3d-a7d0-5dc0f326ba91
"99ab7acf-9a13-420e-b828-209150720a9a","6pc",user,"4f442f7d-d637-4e7b-9a77-b392e3fab89a",2021-08-11 07:54:03.000 -0400,2021-09-02 10:38:14.000 -0400,"7bc8c67c-c09b-4a6d-97cf-cd527058b62d"
c6300b8d-8e84-4a5d-9703-d7f6a05f57d6,"6pc",user,"65820e70-0028-484a-b30f-54f09d13e5a6",2021-08-11 08:06:03.000 -0400,2021-08-11 08:06:03.000 -0400,"00859111-9a9c-4472-8e95-6383c9cb9e3d"
"5b270ae5-bc9b-440e-a9ed-99d8a3d4de7f","6pc",user,"0949423f-f95c-44b0-98fa-f7581c7ca82b",2021-08-11 09:24:15.000 -0400,2021-08-11 09:24:15.000 -0400,"97364db2-0b32-410c-a930-35fdb13f79d4"
"66760856-2be2-4eb3-9b1d-341b80168828","6pc",user,cc59065d-5529-40a2-a67d-6ce248612364,2021-08-11 10:36:39.000 -0400,2021-08-26 16:42:43.000 -0400,"36b126ec-71f0-433a-a7de-fb1d1c98843d"
"9e468e34-67f1-4e1e-aa78-6d46faf38dcc","6pc",user,"76f43771-6926-4601-b149-20e03dc78970",2021-08-11 10:48:17.000 -0400,2021-08-11 15:52:26.000 -0400,dc4aca79-9795-4a03-9992-edff271cfd01
"7d8f4ecf-475b-4c09-9a5f-aba753f00117","6pc",user,"4d0c9b7c-d7a8-43aa-957d-4283da2da057",2021-08-11 11:48:57.000 -0400,2021-08-11 11:49:12.000 -0400,"9d278c6b-6cf6-4c2d-8a98-5eda8bd36a20"
"89df9319-84a8-41b6-b38c-b030b698c075","6pc",user,d2da02e1-8752-4f90-9dce-66620292a4bb,2021-08-11 13:20:45.000 -0400,2021-09-02 15:16:10.000 -0400,e788ac64-13e4-4d93-b444-d6c6ea7c8ccb
dc4c0c79-ab25-464d-b8d2-a9808e50082e,"6pc",user,"65df7329-6193-4b9d-8c2a-e4b01c5b33d5",2021-08-11 16:36:33.000 -0400,2021-08-11 16:36:33.000 -0400,fe2a2a76-57f4-4f18-be55-e0adf6635c85
"924dc350-6ef2-436b-91bb-d1d8a18362bd","6pc",user,eec01bc4-9de2-457f-ace0-6d6b0967b896,2021-08-12 11:51:05.000 -0400,2021-08-12 11:51:05.000 -0400,"0efbc032-b8fe-4c31-b208-0b577756cb36"
"4758b633-5a48-475a-aa9b-1b6991f009ab","6pc",user,"5c135330-541b-42d9-a60a-1ad69b4e16db",2021-08-12 12:42:41.000 -0400,2021-08-12 12:42:41.000 -0400,"614e169b-ad51-400b-82b8-daced37c14f2"
"408faa1b-88e6-4ce7-ba0f-94a7cad5a60b","6pc",user,b25d6f94-c0b5-4f9d-bcfe-ea50ba64e3ab,2024-07-18 14:05:28.682 -0400,2024-07-18 14:05:28.682 -0400,"080a4d89-cc66-42a7-ac14-7f5344c9f0a0"
"2b33afed-fab6-438e-aab5-534e5555418f","6pc",user,bec69cbe-4569-4a75-bdfb-a56ed0f79a03,2021-08-12 12:55:23.000 -0400,2021-08-12 12:55:23.000 -0400,
"58b9035c-a096-4dd5-bbb4-3fb56be9d8b9","6pc",user,"1d04cd4f-ae19-4af5-b496-e76437b45d87",2021-08-12 13:09:26.000 -0400,2021-08-17 12:10:43.000 -0400,"0ab8eb09-cbd3-4dd9-bfa6-33f10ab144a5"
"12776df1-7e6e-49c9-a1f1-626efcc7a7dc","6pc",user,"953404a6-7e7f-45f9-8bcd-c1743be9d64b",2021-08-12 13:21:06.000 -0400,2021-08-12 13:21:06.000 -0400,"8f1d7aa7-8f36-4c70-9dfc-9887ea19e684"
"275acb7a-0b6b-4f1f-b7fc-401bce8cd6f5","6pc",user,"23d15e6a-66c4-4094-ab45-8c380de1e5e6",2021-08-12 14:30:28.000 -0400,2021-08-12 14:30:28.000 -0400,acea725d-677d-4a00-9830-7f7d0c3bdf87
